Date,Close,High,Low,Open,Volume
,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
2003-01-01,16.956832885742188,17.167513341446842,16.9169748733237,17.127655329028357,47412411
2003-01-02,16.71198844909668,17.016619464412265,16.660741569921267,17.016619464412265,40149278
2003-01-03,16.395965576171875,16.817324841332276,16.34756744459859,16.803090275687126,72746595
2003-01-06,16.216604232788086,16.424435883206502,16.17959192936953,16.378884969909507,48579301
2003-01-07,16.23084259033203,16.376040057823165,16.18813736336701,16.287783906918563,37957980
2003-01-08,16.452909469604492,16.563943357766842,16.236536128813672,16.24792499988143,35951905
2003-01-09,16.8742733001709,16.962529469729027,16.5269354542402,16.541171546870597,79905158
2003-01-10,16.914121627807617,17.025155481964873,16.62657249375673,17.013766614385055,61297754
2003-01-13,16.811630249023438,16.928358553257084,16.768925031539077,16.911275249503813,36967854
2003-01-14,16.76892852783203,16.797399185740826,16.598107622278715,16.677825160233393,40219496
2003-01-15,16.558250427246094,16.711989553986882,16.364653290044693,16.6265790970142,55546606
2003-01-16,16.595256805419922,16.680667239673827,16.41874302332474,16.558246022829735,34454833
2003-01-17,16.646507263183594,16.72622328008676,16.546862242054633,16.65504739588052,26453471
2003-01-20,16.50415802001953,16.737613170120365,16.44152226469875,16.65789562741656,20736760
2003-01-21,16.632266998291016,16.683512339770584,16.39881194235289,16.512691492940284,26085071
2003-01-22,16.857179641723633,16.939744365449776,16.58671382011455,16.65504093899957,54271252
2003-01-23,16.66643524169922,17.082100128876622,16.603801014994353,16.911277713104703,45986007
2003-01-24,16.094186782836914,16.706294529255697,16.014470764724646,16.706294529255697,57131232
2003-01-27,15.5646390914917,16.222300733625627,15.396665419405837,16.071408846320608,68346732
2003-01-28,15.866418838500977,15.92620583053213,15.334027302120177,15.39381429415133,73657273
2003-01-29,15.553252220153809,17.651502618828083,15.450758466418312,17.651502618828083,43454178
2003-01-30,15.282783508300781,15.709835709908186,15.183138501575556,15.553250916618474,72634279
2003-01-31,15.661439895629883,15.91482403665658,14.992390840357888,15.20306975489807,172248779
2003-02-03,16.020160675048828,16.08564211220281,15.74684757781674,16.057171459238198,57143318
2003-02-04,16.023012161254883,16.30486698575232,15.957530706655481,16.182445731003387,62720447
2003-02-05,16.0884952545166,16.171058505475195,15.809487619751344,15.926214450089349,47109930
2003-02-06,16.23084259033203,16.276395035221356,16.062868900396236,16.114115781134164,41533991
2003-02-07,15.985994338989258,16.330481727532963,15.795242974404621,16.25646017197701,55241688
2003-02-10,16.037250518798828,16.108426426508764,15.886358567861912,15.983157924023441,40877745
2003-02-11,16.08279800415039,16.1625140227237,15.960376758348557,16.0685634353908,34483696
2003-02-12,16.011619567871094,16.108418878675902,15.860727687636752,16.031548569339815,36870328
2003-02-13,16.011619567871094,16.011619567871094,16.011619567871094,16.011619567871094,0
2003-02-14,16.176746368408203,16.222298803035716,15.954678629836415,16.040089064525656,51934645
