date,open,high,low,close,volume
2023-10-18,1340.2733227545561,1351.4267762032766,1336.880791305478,1338.9256591796875,4264837
2023-10-19,1325.494781539788,1338.088932944853,1325.494781539788,1332.51220703125,6795691
2023-10-20,1329.1199647760116,1337.0203282030018,1324.705055802105,1326.56396484375,3928622
2023-10-23,1325.0302081269804,1331.304025507751,1306.1158332337493,1309.2760009765625,2636516
2023-10-25,1317.1372877323818,1320.4796048766234,1281.643355327688,1289.88134765625,6940777
2023-10-26,1275.7590480024355,1293.6001393242148,1273.9230836517906,1279.9014892578125,6357656
2023-10-27,1283.8557413785777,1303.956418417084,1283.8557413785777,1299.5784912109375,4634358
2023-10-30,1299.5783881839957,1299.5783881839957,1283.3377770399572,1296.4715576171875,2667696
2023-10-31,1299.2018387281082,1300.3316893879341,1283.2437181381906,1288.3277587890625,3451595
2023-11-01,1292.7057061877338,1296.8481472235057,1272.5579091746342,1274.91162109375,3090672
2023-11-02,1289.8342181571022,1295.7656185619023,1281.972842805629,1289.9754638671875,3758060
2023-11-03,1299.2962891749294,1310.5469878192453,1297.1308279223888,1307.7696533203125,3349045
2023-11-06,1312.3358100714709,1324.9046103571086,1309.4172299003549,1321.185791015625,2736381
2023-11-07,1318.078766511828,1323.6335500133118,1313.2300966352614,1322.127197265625,2272209
2023-11-08,1322.7862570767434,1322.7862570767434,1305.3216665728671,1309.60546875,3550635
2023-11-09,1314.2187005328615,1315.725053279232,1289.8813406007866,1294.3533935546875,5498051
2023-11-10,1289.787197322235,1292.8000179692494,1281.3609534085294,1288.7515869140625,2943649
2023-11-13,1299.1079216804326,1301.5557594451382,1290.6345575452056,1293.1766357421875,3462092
2023-11-15,1317.1372799012984,1331.2595523805833,1311.4883709095843,1327.96435546875,8551860
2023-11-16,1333.2366316222942,1368.3540614057245,1328.058465108388,1360.3514404296875,6673907
2023-11-17,1356.726715350655,1366.0944431282537,1351.0778065575678,1353.4315185546875,4901251
2023-11-20,1357.6211505386314,1367.0359990167078,1349.7597750449072,1352.537109375,3584210
2023-11-21,1357.6212075918063,1365.1530866907901,1352.6784119330985,1354.7967529296875,3793135
2023-11-22,1352.1604184890853,1373.5791976051314,1352.1604184890853,1372.49658203125,3108786
2023-11-23,1382.0056146017555,1382.0056146017555,1362.9875519464238,1364.4468994140625,3186928
2023-11-24,1360.9635301203575,1367.6480498608116,1349.948087939533,1353.2904052734375,2973195
2023-11-28,1359.504127646951,1360.4456124998921,1343.5460053605395,1358.2801513671875,3755373
2023-11-29,1366.1886628376049,1375.226894544369,1364.964801471109,1374.1912841796875,3875778
2023-11-30,1368.2129866863122,1375.179998215723,1364.7295383852872,1370.0018310546875,10120867
2023-12-01,1374.4736205469867,1374.4736205469867,1361.5282051305396,1367.318359375,3489187
2023-12-04,1374.9915161431222,1385.7715867334168,1364.4940519087752,1378.663330078125,5511948
2023-12-05,1380.0285133783032,1381.0641237085301,1357.621128395019,1368.871826171875,5123039
2023-12-06,1371.5080232268922,1390.5730909944189,1366.1416056780827,1388.0311279296875,5269178
2023-12-07,1386.6659544767813,1386.6659544767813,1376.2626157196041,1380.1226806640625,4424453
2023-12-08,1384.3593311792147,1407.2373438258442,1380.4521461092754,1403.8951416015625,6323433
2023-12-11,1402.812373706227,1410.3442522227704,1395.2804951896835,1401.400146484375,3862018
